iteration,precision,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
730,0.9999781401652603,2022-06-14 02:30:44.669719,2022-06-14 02:30:45.701605,0 days 00:00:01.031886,1.4572051659657765,True,0.8116629881361971,8395474,False,cyclic,0.01688909331477981,COMPLETE
892,0.9999781401652603,2022-06-14 02:33:36.692476,2022-06-14 02:33:37.914867,0 days 00:00:01.222391,1.8580946647520182,True,0.783956158123154,8704580,False,random,0.01825316937813797,COMPLETE
954,0.9999781401652603,2022-06-14 02:34:46.394736,2022-06-14 02:34:47.624660,0 days 00:00:01.229924,1.789447925893262,True,0.8085307090309886,9000790,False,random,0.01753778505142489,COMPLETE
633,0.9999781401652603,2022-06-14 02:29:10.521247,2022-06-14 02:29:11.469494,0 days 00:00:00.948247,1.4026111574847353,True,0.8110801283577188,9940543,False,cyclic,0.018394218006778016,COMPLETE
952,0.9999781401652603,2022-06-14 02:34:44.169176,2022-06-14 02:34:45.401837,0 days 00:00:01.232661,1.72229518476421,True,0.7869400218876949,9358072,False,random,0.014004546694387537,COMPLETE
921,0.9999781411209233,2022-06-14 02:34:10.082698,2022-06-14 02:34:11.146629,0 days 00:00:01.063931,1.4232542539394746,True,0.8035929549531204,9524894,False,cyclic,0.017301158500116206,COMPLETE
825,0.9999781415987234,2022-06-14 02:32:23.578938,2022-06-14 02:32:24.625218,0 days 00:00:01.046280,1.5362160605644086,True,0.8406850642650022,9045677,False,cyclic,0.013160137455470785,COMPLETE
643,0.9999781420765027,2022-06-14 02:29:19.751798,2022-06-14 02:29:20.804085,0 days 00:00:01.052287,1.9543754338847674,True,0.8109317245422678,9362867,False,random,0.017659979935923203,COMPLETE
602,0.9999781444650858,2022-06-14 02:28:41.136056,2022-06-14 02:28:42.208635,0 days 00:00:01.072579,1.4810080414551032,True,0.3815375161233315,8696091,False,random,0.021441348363621254,COMPLETE
615,0.9999781454203729,2022-06-14 02:28:53.485975,2022-06-14 02:28:54.508059,0 days 00:00:01.022084,0.7362594849219699,True,0.7619789845350894,9409858,False,random,0.022241050142570704,COMPLETE
