iteration,recall,datetime_start,datetime_complete,duration,alpha,solver,state
559,0.8494828375286041,2022-06-13 22:36:51.646161,2022-06-13 22:36:52.619211,0 days 00:00:00.973050,2.290841457382716,svd,COMPLETE
560,0.8494828375286041,2022-06-13 22:36:52.619689,2022-06-13 22:36:53.590662,0 days 00:00:00.970973,3.0326031122133896,svd,COMPLETE
561,0.8494828375286041,2022-06-13 22:36:53.591152,2022-06-13 22:36:54.573950,0 days 00:00:00.982798,2.8792302267632945,svd,COMPLETE
562,0.8494828375286041,2022-06-13 22:36:54.574382,2022-06-13 22:36:55.551830,0 days 00:00:00.977448,2.753506734332393,svd,COMPLETE
563,0.8494828375286041,2022-06-13 22:36:55.552479,2022-06-13 22:36:56.534293,0 days 00:00:00.981814,2.6550443815461335,svd,COMPLETE
564,0.8494828375286041,2022-06-13 22:36:56.534851,2022-06-13 22:36:57.522569,0 days 00:00:00.987718,3.015446710715519,svd,COMPLETE
565,0.8494828375286041,2022-06-13 22:36:57.523079,2022-06-13 22:36:58.501728,0 days 00:00:00.978649,3.2255365067218857,svd,COMPLETE
567,0.8494828375286041,2022-06-13 22:36:59.132453,2022-06-13 22:37:00.101865,0 days 00:00:00.969412,2.520038215345544,svd,COMPLETE
568,0.8494828375286041,2022-06-13 22:37:00.102375,2022-06-13 22:37:01.072930,0 days 00:00:00.970555,3.2884244681028205,svd,COMPLETE
569,0.8494828375286041,2022-06-13 22:37:01.073414,2022-06-13 22:37:02.053004,0 days 00:00:00.979590,2.6909413897353565,svd,COMPLETE
570,0.8494828375286041,2022-06-13 22:37:02.053537,2022-06-13 22:37:03.032266,0 days 00:00:00.978729,3.1159333218015184,svd,COMPLETE
571,0.8494828375286041,2022-06-13 22:37:03.032757,2022-06-13 22:37:04.014704,0 days 00:00:00.981947,2.9550140909502645,svd,COMPLETE
572,0.8494828375286041,2022-06-13 22:37:04.015315,2022-06-13 22:37:04.994715,0 days 00:00:00.979400,3.2274966670338676,svd,COMPLETE
573,0.8494828375286041,2022-06-13 22:37:04.995168,2022-06-13 22:37:05.977536,0 days 00:00:00.982368,3.338228569066742,svd,COMPLETE
574,0.8494828375286041,2022-06-13 22:37:05.978013,2022-06-13 22:37:06.968345,0 days 00:00:00.990332,2.933475643594524,svd,COMPLETE
